ID;HOME UNIVERSITY;COUNTRY;UNIVERSITY OF OUTGOING MOBILITY;ERASMUS ID CODE;CONTACT;FIELD OF STUDY;BACHELOR PROGRAM;MASTER PROGRAM;PhD;NUMBER OF STUDENTS;MOBILITY DURATION;WINTER DEADLINE;SUMMER DEADLINE
277;MEDICINE;ITALY;Universita Politecnica delle Marche_ UNIVPM;I ANCONA01;l.martini@univpm.it;0912 Medicine;yes;no;no;4;36 (4x9);31 May;31 October
278;MEDICINE;ITALY;Universita degli Studi di Firenze;I FIRENZE01;erasmadm@unifi.it erasmusplus@adm.unifi.it;0912 Medicine;yes;yes;no;2;10 (2x5);check on the homepage;check on the homepage
279;MEDICINE;ITALY;Universita Politecnica delle Marche_ UNIVPM Faculty of Medicine;I ANCONA01;l.martini@univpm.it;"0912 Medicine; 0911 Dental Studies";no;yes;yes;"2nd = 2; 3rd = 1";"2nd = 18 (2x9); 3rd = (1x6)";31 May;31 October
280;MEDICINE;ITALY;"University ""G.d'Annuzio""";I CHIETI01;uri1@unich.it;0916 Pharmacy;yes;yes;no;3;10;30 June;10 December
281;MEDICINE;IRELAND;Trinity College Dublin;IRLDUBLIN01;erasmus@tcd.ie;0916 Pharmacy;yes;yes;no;2;10;15 April;15 October
282;MEDICINE;HUNGARY;University of Pecs, Medical School;HU PECS01;"nemeth.judit@pte.hu; arvay.orsolya@pte.huanett.tomozer@aok.pte.hu";721 Medicine;yes;yes;no;2;20 (2x10);15 May;15 November
283;MEDICINE;MACEDONIA;SS. Cyril and Methodius University in Skopje;MK SKOPJE01;M.Cvetkovska@ukim.edu.mk;0912 Medical Science;yes;no;no;2;10;15 May;15 November
284;MEDICINE;GERMANY;Friedrich Alexander Universitat Erlangen-Nunberg;D ERLANGE01;nataliya.walther@fau.de;0912 Medicine;"yes; (only from 5th semester onwards)";"yes; (only from 5th semster onwards)";no;2;20 (2 x 10);15 May;15 November
285;MEDICINE;POLAND;Medical University of Warsaw;PL WARSZAW06;anna.baranczyk-kuzma@wum.edu.pl;0721 Medicine;no;yes;no;2;20 (2x10);31 May;15 December
286;MEDICINE;POLAND;Jagiellonian University in Krakow;PL KRAKOW01;izabela.zawiska@uj.edu.pl;0912 Medicine;yes;yes;no;2;10;15 May;15 May
287;MEDICINE;ROMANIA;University Apollonia from IASI;RO IASI06;leonard.atanase@yahoo.com;"0911 Dental Studies; 0912 Medicine";yes;yes;no;2;2x6 months (12 months total);15 September;15 December
288;MEDICINE;SLOVENIA;University of Ljubljana - Faculty of Pharmacy;SI LJUBLJA01;check on the homepage;0916 Pharmacy;yes;yes;no;2;10;15 May;15 November
289;MEDICINE;SLOVENIA;University of Maribor;SI MARIBOR01;erasmus@um.si;721 Medicine;yes;yes;yes;2;20;1 July;1 December
290;MEDICINE;SERBIA;Univerzitet u Novom Sadu;RS NOVISAD02;iro@uns.ac.rs;0916 Pharmacy;yes;yes;no;2;2x5;check on the homepage;check on the homepage
291;MEDICINE;SPAIN;Funyescion Universiyesd San Jorge;E ZARAGOZ07;international@usj.es;0916 Pharmacy;yes;yes;yes;2;10;check on the homepage;check on the homepage
292;UMAS;AUSTRIA;Gustav Mahler Privatuniversitat fur Musik;A KLAGENF06;international@gmpu.ac.at;0215 Music and performing arts;yes;yes;no;2x5;10;check on the homepage;check on the homepage
293;UMAS;AUSTRIA;University of Art and Design Linz;A LINZ02;international.office@ufg.ac.at;0211 Audio-visual techniques and media production, Visual communication design;no;yes;no;1/semester;4 (8 month);1 May;01 November
294;UMAS;AUSTRIA;University of Applied Arts Vienna;A WIEN 07;international.office@uni-ak.ac.at;021 Arts;yes;yes;no;1;5;15 April;15 October
295;UMAS;AUSTRIA;Musik und Kunst Privatuniversitat der Stadt Wien;A WIEN 52;p.koenigseder@muk.ac.at;0215 Music and performing arts;yes;yes;no;2x5;10 months total;15 April;15 October
296;UMAS;AUSTRIA;FH Joanneum, University of Applied Sciences;A GRAZ09;international@fh-joanneum.at;0211 Audio- visual techniques and media production;yes;yes;no;2x5;10 months total;15 June;15 September
297;UMAS;BELGIUM;Universiteit Antwerpen;B ANTWERP01;nele.simons@uantwerpen.be;322 Conservation and Restauration;yes;no;(mobility is open to 4th and 5th year students);2;10;"1 May, when a visa is required; 1 June, when no visa is required";"1 November, when a visa is required; 15 November, when no visa is required"
298;UMAS;BELGIUM;Artesis Plantijn Hogeschool Antwerpen;B ANTWERP62;veronique.blockhuys@ap.be;21 Arts (all options but not fashion);yes;yes;no;2;10;31 May;30 November
299;UMAS;BELGIUM;AP Hogeschool Antwerpen;B ANTWERP62;frauke.druant@ap.be;0215 Music and performing arts;yes;no;no;2;10;1June;01 November
300;UMAS;BELGIUM;Koninklijk Conservatorium Brussel;B BRUSSEL46;"annelore.schittecatte@ehb.be; johan.de.sterke@ehb.be ";0215 Music and performing arts;yes;yes;no;2;10;1 June;01 November
301;UMAS;BULGARIA;New Bulgarian University;BG SOFIA 02;erasmus.nbu@gmail.com;212 Music and Performing Arts;yes;yes;yes;2;10 (2x5);1 June;1 December
302;UMAS;BULGARIA;National Academy of Art;BG SOFIA08;art.academy@nha.bg;021 Arts;yes;yes;no;2;10 (2x5);30 June;30 October
303;UMAS;BULGARIA;National Academy of Music;BG SOFIA 13;sagitta@nma.bg;0215 Music and Performing arts;no;no;no;2;10 months total;End of April;Mid of March
304;UMAS;CZECH REPUBLIC;FILM AND TV SCHOOL OF ACADEMY OF PERFORMING ARTS IN PRAGUE (FAMU);CZ PRAHA04;"yesvid.cenek@famu.cz; irvin.venys@hamu.cz";021 Arts;yes;yes;yes;2;10 (2x5);15 May;15 May
305;UMAS;CZECH REPUBLIC;Academy of Fine Arts in Prague;CZ PRAHA03;"marie.havlinova@avu.cz; avuinternational@avu.cz";"021 Fine Arts; 3222 Museum studies, Conservation";yes;yes;no;2;5;check on the homepage;check on the homepage
306;UMAS;CZECH REPUBLIC;University of Ostrava, Faculty of Fine Arts and Music;CZ OSTRAVA 02;Veronika.Voracova@osu.cz;021 Arts;yes;yes;no;on request;on request;check on the homepage;check on the homepage
307;UMAS;ENGLAND;University of Reading Department of Arts;UK READING01;check on the homepage;0213 Fine Arts;yes;yes;no;3;15;1 June;01 November
308;UMAS;FRANCE;Nimes School of Arts;F NIMES 15;l.wohlfahrt@esba-nimes.fr;021 Arts;yes;yes;no;2;10 (2x5);check on the homepage;check on the homepage
309;UMAS;ITALY;"Conservatorio di Musica ""N.Rota""";I MONOPOL 02;erasmusrota@gmail.com;215 Craft Skills;yes;yes;yes;5;05.Okt;15 May;01 November
310;UMAS;ITALY;"Conservatorio di Musica ""A. Corelli""- Istituto Superiore di Studi Musicali";I MESSINA04;erasmus@consme.it;0215 Music and performing arts;yes;yes;no;2;10 (2x5);1 April -1 June;1 September-1 November
311;UMAS;ITALY;Accademia di Belle Arti di Venezia;I VENEZIA03;erasmus@accademiavenezia.it;211 Fine Arts;yes;yes;no;2;10 (2x5);15 May;15 May (Only first semester or full year)
312;UMAS;ITALY;Conservatorio di Musica Benedetto Marcello di Venezia;I VENEZIA04;international@conservatoriovenezia.net;0215 Music and performing arts;yes;yes;no;2;10 (2x5);01 April;1 July
313;UMAS;ITALY;Universita degli Studi di Genova;I GENOVA01;coopint@unige.it;211 Fine Arts;yes;no;no;2;6;01 April;1 July
314;UMAS;ITALY;Academia Lingustica di Belle Arti;I GENOVA 03;erasmus@accademialigustica.it;021 Arts;yes;yes;no;2;5;30 June;30 November
315;UMAS;ITALY;"Conservatorio Statale di Musica ""F.A.Bonporti"" di Trento";I TRENTO02;fortunatofederica@yahoo.it;0215 Music and Performing Arts;yes;yes;no;2;10;31 May;15 November
316;UMAS;ITALY;Instituto superiore di studi Musicali Franco Vittadini;I PAVIA02;mobilita.erasmus@conspv.it;0215 Music and performing arts;yes;yes;no;2;10;1 June;01 November
317;UMAS;ITALY;"Conservatorio di Musica ""Niccolo Piccinni""";I BARI03;erasmus@conservatoriopiccinni.it;0215 Music and performing arts;yes;yes;no;2;10;30 May;31 October
318;UMAS;ITALY;Academia di Belle Arti di Macerata;I MACERAT02;relazioni.internazionali@abamc.it;021 Arts;yes;yes;no;2;10;15 June;15 November
319;UMAS;ITALY;"Conservatorio di Musica ""Alfredo Casella"" di L'Aquila";I L-AQUILA04;erasmus@consaq.it;0215 Music and performing arts;yes;yes;no;2;10;15 May;1 December
320;UMAS;ITALY;Academia di Belle Arti di Frosinone;I FROSINO01;erasmus@accademiabellearti.fr.it;0213 Fine Arts;no;yes;yes;2;10;31 May;20 November
321;UMAS;ITALY;Politecnico di Milano School of Design Campus Bovisa;I MILANO02;"erasmus@polimi.it; claudia.russo@polimi.it";021 Arts (Visual Communications Design);yes;yes;no;1;5;31 May;20 November
322;UMAS;LATVIA;Jazeps Vitols Latvian Academy of Music;LV RIGA05;maija.sipola@jvlma.lv;"0215 Music and performing arts; 0114 Teacher training and education science";yes;yes;yes;3;05.Okt; from 15 May until end of May;from 15 November until end of November
323;UMAS;LATVIA;Art Academy of Latvia;LV RIGA04;elina.gibiete@lma.lv;021 Arts;yes;yes;no;1;10;1 May;01 November
324;UMAS;LITHUANIA;Lithuanian Academy of Music and Theatre;LT VILNIUS05;rima.rimsaite@lmta.lt;021 Arts;yes;yes;yes;2;10;15 May;15 November
325;UMAS;HUNGARY;Eszterhaazy Karoly Foiskola;HU EGER01;international@ektf.hu;021 Arts;yes;yes;no;2;10;15 June;10 December
326;UMAS;HUNGARY;Szegedi Tudomanyegyetem- University of Szeged;HU SZEGED01;"tanacs.edit@szte.hu; tibor.zilahi@szte.hu; international.bbmk@szte.hu";215 Music and Performing Arts;yes;yes;no;2x5;10;check on the homepage;check on the homepage
327;UMAS;MACEDONIA;Goce Delcev University;MK STIP01;marijana.kroteva@ugd.edu.mk;021 Arts;yes;yes;yes;2;10;30 June;31 December
328;UMAS;MACEDONIA;Ss Cyril and Mehodius University-Faculty of Fine Arts;MK SKOPJE01;info@flu.ukim.edu.mk;021 Arts;yes;yes;yes;2;10 (2x5);15 May;15 November
329;UMAS;MACEDONIA;Film Institute Film Academy Ohrid;MK OHRID02;olgica.fiofa@gmail.com;0211 Audio-visual techniques and media production;no;yes;no;2;10 (2x5);15 May;20 October
330;UMAS;NETHERLANDS;Maastricht Academy of Music;NL HEERLEN14;"erasmus@zuyd.nl; internationaloffice.arts@zuyd.nl";0215 Music and performing arts;yes;yes;no;2;10 (2x5);1 May;01 November
331;UMAS;GERMANY;FH Aachen - University of Applied Sciences;D AACHEN02;kazma@fh-aachen.de;210 Arts;yes;yes;no;2;12 (2x6);31 May;31 October
332;UMAS;GERMANY;HMKW Hochschule fur Medien, Kommunikation und Wirtschaft;D BERLIN30;g.steinberg@hmkw.de;"0211 Visual Communication; 0213 Audio-visual techniques and media production; 0214 Design";yes;yes;no;2;10 (2x5);31 May;31 October
333;UMAS;GERMANY;Fachhochschule Koln; D KOLN04;janina.knoell@th-koeln.de;210 Arts;yes;yes;no;2;10 (2x5);15 May;15 November
334;UMAS;GERMANY;Fachhochschule Dusseldorf_University of Applied Sciences;D DUSSEELD03;"teresa.christ@study.hs-duesseldorf.de; monika.katz@hs-duesseldorf.de";021 Arts;yes;yes;no;2;24 (2x12);"Applications by July 15; By 15 May if the accommoyestion in the residence hall is required";"Applications by January 15; By 31 October if the accommoyestion in the residence hall is required"
335;UMAS;GERMANY;Muthesius Kunsthochschule;D KIEL05;fernweh@muthesius.de;021 Arts;yes;yes;no;1;10;15 May (for October-February);15 November (for April-July)
336;UMAS;GERMANY;Staatliche Hochschule fur Musik Trossingen;D TROSSIN01;hermle-marquart@mh-trossingen.de;215 Music and Performing Arts;yes;yes;yes;2;10(2X5);30 April;30 April
337;UMAS;GERMANY;Coburg University;D COBURG01;annette.stegemann@hs-coburg.de;021 Conservation and restoration;yes;yes;no;1;5;15 June;15 November
338;UMAS;GERMANY;Hochschule fur Musik und yesrstellende Kunst Frankfurt am Main;D FRANKFUR02;friederike.kreft@hfmdk-frankfurt.de;0215 Music and performing arts;yes;yes;no;2;10;check on the homepage;check on the homepage
339;UMAS;GERMANY;Bauhaus-Universitat Weimar Geschwister-Scholl-Str 15;D WEIMAR01;international-office@uni-weimar.de;Film and Video;no;yes;no;2;10;1 June;1 December
340;UMAS;GERMANY;University of Music Wurzburg (Hochschule fur Musik Wurzburg);D WURZBUR02;dirk.braeuer@hfm-wuerzburg.de;0215 Music and performing arts;yes;yes;no;2;05.Okt;check on the homepage;check on the homepage
341;UMAS;POLAND;The Jan Matejko Academy of Fine Arts in Krakow;PL KRAKOW10;erasmus@asp.krakow.pl;021 Arts (Design);yes;yes;no;2;10;15 June;15 November
342;UMAS;POLAND;Akademia Muzyczna im. Grazyny i Kiejstuta Bacewiczow w Lodzi;PL LODZ04;international@amuz.lodz.pl;0215 Music and performing arts;no;no;no;2;10;15 April;15 October
343;UMAS;POLAND;University of Warmia and Mazury in Olsztyn (UWM);PL OLSZTYN01;"marek.szczesny@uwm.edu.pl; marko4@o2.pl";0213 Fine Arts;yes;yes;no;2;10 (2x5);15 June;30 November
344;UMAS;POLAND;Akademia Muzyczna Imienia Karola Lipinskiego We Wroclawu;PL WROCLAW06;erasmus@amkl.edu.pl.;021 Arts;yes;yes;yes;2;10 (2x5);15 May;15 November
345;UMAS;POLAND;Akademia Sztuki w Szczecinie/Szczecin Academy of Art;PL SZCZECI15;erasmus@akademiasztuki.eu�;021 Arts and Design;yes;yes;no;2;10 (2x5);30 June;30 November
346;UMAS;POLAND;The Karol Szymanowski Academy of Music in Katowice;PL KATOWIC04;erasmus@am.katowice.pl;0215 Music and performing arts;yes;yes;no;2;10 (2x5);30 April (for both aswemsters);30 April
347;UMAS;POLAND;Strzeminski Academy of Fine Arts Lodz;PL LODZ05;international.office@asp.lodz.pl;021 Arts;yes;yes;no;2;10;31 May;15 November
348;UMAS;POLAND;Uniwersytet Muzyczny Fryderyka Chopina Warszawa;PL WARSZAW09;erasmus@chopin.edu.pl;0215 Music and performing arts;yes;yes;yes;2;18;31 May;31 October
349;UMAS;POLAND;Academy of Fine Arts in Gyesnsk;PL GDANSK05;erasmus@asp.gyes.pl;0213 Fine Arts;yes;yes;no;2;10;30 June;30 October
350;UMAS;PORTUGAL;Universiyesde Nova de Lisboa_Nova School of Science and Technology;P LISBOA03;"erasmus@unl.pt; div.ri.agreements@fct.unl.pt";021 Arts;yes;yes;no;2;10 (2x5);31 May;15 December
351;UMAS;PORTUGAL;Instituto Politecnico de Castelo Branco;P CASTELO01;"gri.coord@ipcb.pt; cbaptista@ipcb.pt";"0211 Audio-visual techniques and media production; 0215 Music and performing arts";yes;yes;no;2;10 (2x5);check on the homepage;check on the homepage
352;UMAS;ROMANIA;"National University of Theatre and Film ""I. L. Caragiale""";RO BUCURES33;erasmus@unatc.ro;021 Arts;yes;yes;no;2;10 (2x5);15 May;15 November
353;UMAS;SLOVENIA;Universit of Ljubljana Academy of Music;SI LJUBLJA01;Jasmina.Zajc@aluo.uni-lj.si;0215 Music;yes;yes;no;2;10;15 May;15 November
354;UMAS;SLOVENIA;Universit of Ljubljana Academy of Fine Arts and Design;SI LJUBLJA01;"manuela.volmajer@fd.si; ";0212 Design;yes;yes;no;1;5;15 May;15 November
355;UMAS;SLOVENIA;Faculty of Design;SI LJUBLJA09;"manuela.volmajer@fd.si; ";03.0 Art and Design;yes;no;no;1;6;1 June;1 December
356;UMAS;SLOVENIA;University of Maribor;SI MARIBOR01;"manuela.volmajer@fd.si; ";212 Music and Performing Arts;yes;yes;yes;5;2x5,2x5,1x5;1 July;1 December
357;UMAS;SLOVENIA;Wood Technology School Maribor, Higher Vocational College;SI MARIBOR04;"andreja.peserl@lsmb.si; ";"0722 Engineering, Technology (Manufacturing and processing Wood); 0212 Fashion, interior and industrial design";yes;no;no;1;5;1 July;1 December
358;UMAS;SLOVENIA;"University of Ljubljana; Faculty of Education";SI LJUBLJA01;;011 Education;yes;yes;no;2;10 (2x5);15 May;15 November
359;UMAS;SLOVENIA;Academia druzba za storitve d.o.o.;SI MARIBOR07;Daniel Perdiguero Rodriguez Daniel.perdiguero@academia.eu;"021 Arts (Visual Communication Design Department; Film and Video Department)";yes;yes;no;2;10 (2x5);15 May;15 November
360;UMAS;SERBIA;University of Arts in Belgrade;RS BELGRAD01;Jasmina Milovanovic, jasmina.milovanovic@arts.bg.ac.rs;021 Arts;yes;yes;no;2;10;15 May;15 October
361;UMAS;SERBIA;University of Nis - Faculty of Arts;RS NIS01;ivica.manic@elfak.ni.ac.rs;021 Arts;yes;yes;no;2;10;20 May;20 November
362;UMAS;SPAIN;Universitat de Barcelona;E BARCELO01;Oficina erasmus de Belles Arts ba-erasmus@ub.edu;219 Conservation;yes;yes;no;2;10 (2x5);15 June;15 November
363;UMAS;SPAIN;Conservatori Del Liceu;E BARCELO30;mfmartinez@conservatori-liceu.es;215 Music and Performing Arts;yes;yes;no;2;10 (2x5);30 April;30 April
364;UMAS;SPAIN;Escuela de Arte de Sevilla;E SEVILLA10;international@escueladeartedesevilla.es;"021 Arts; 214 Design";no;yes;yes;2;10;30 May;15 November
365;UMAS;SPAIN;Escuela Superior de Conversacion y Restauracion;E MADRID25;check on the homepage;021 Arts;yes;yes;no;1st cycle in Split to 1st cycle (Bachelor, 2nd 3rd academic year) in Madrid;10;check on the homepage;check on the homepage
366;UMAS;SPAIN;Escuela Superior de Conversacion y Restauracion;E MADRID25;martarodriguez@escrbc.com;021 Arts;yes;yes;no;2nd cycle in Split to 1st cycle (Bachelor 4th academic year);5;check on the homepage;check on the homepage
367;UMAS;SPAIN;Conservatori Superior de Musica Joaquin Rodrigo de Valencia;E VALENCI67;erasmus@csmvalencia.es;0215 Music and performing arts;yes;yes;no;2;10 (2x5);check on the homepage;check on the homepage
368;UMAS;TURKEY;Yasar University;TR IZMIR05;erasmus@yasar.edu.tr;021 Arts;yes;yes;yes;2;10 (2x5);30 June;30 September
369;UMAS;TURKEY;Karabuk University;TR KARABUK01;erasmus@karabuk.edu.tr;021 Arts;yes;yes;yes;3;12 (3x4);31 May;31 October
370;UMAS;TURKEY;Yildiz Technical University;TR ISTANBU07;"Assist. Prof. Dr. Burcu Kirmizi; kirmizi@yildiz.edu.tr ";0730 Conservation and Restoration of Cultural Property;yes;yes;no;2;10 (2x5);15 July;15 December
371;UMAS;TURKEY;Yildiz Technical University;TR ISTANBU07;"Institutional Coordinator, Murat Turhan, PhD erasmus@yildiz.edu.tr; bilateralagreements@yildiz.edu.tr";730 Conservation and Restoration of Cultural Property;yes;yes;no;2;10 (2x5);15 July;15 December
372;UMAS;TURKEY;Canakkale Onsekiz Mart University;TR CANAKKA01;"seyma.ozkan@yahoo.com.tr; Cagri EGE erasmusba@comu.edu.tr";0213 Fine Arts;yes;yes;no;2;10 (2x5);check on the homepage;check on the homepage
373;UMAS;TURKEY;Gaziantep University Faculty of Fine Arts;TR GAZIANT01;"erasmus@comu.edu.tr; intloffice@gantep.edu.tr nkalabek@gantep.edu.tr";0213 Fine Arts;yes;yes;no;2;10 (2x5);check on the homepage;check on the homepage
374;UMAS;TURKEY;Ordu University;TR ORDU01;"erasmus@odu.edu.tr; funyesaltin@yahoo.com";"0213 Fine Arts; 0211 Audio-visual techniques and media production";yes;yes;no;2;10 (2x5);check on the homepage;check on the homepage
375;EFST;AUSTRIA;Alpen-Adria Universitat Klagenfurt;A KLAGENF01;"Michaela.Holzweber@aau.at; erasmus.agreements@aau.at";"430 Business Studies and Management Sciences; 314Economic";yes;yes;yes;8;40;1 June;01 November
376;EFST;AUSTRIA;Fachhochschule Wiener Neustadt, University of Applied Sciences Wiener Neustadt; A WIENER01;fhwnio@fhwn.ac.at;04.0(34) Business and administration;yes;yes;no;2;10;1 May;1 October
377;EFST;AUSTRIA;Universitat Wien;A WIEN 01;erasmus.incoming@univie.ac.at;340(04.0/14.3) Business and Administration (CESEE Net Program);no;no;yes;2;10 (2x5);check on the homepage;check on the homepage
378;EFST;AUSTRIA;FH Joanneum University of Applied Science, Graz;A GRAZ 09;"Regina.Kaefer-Goiginger@fh-joanneum.at; international@fh-joanneum.at; julia.reiter@fh-joanneum.at";34 Business and administration;yes;yes;no;2;10;1 June;01 November
379;EFST;AUSTRIA;Karl-Franzens-Universitat Graz;A GRAZ 01;international@uni-graz.at;"314 Economics (ERA 14.3); 34 Business and Administration (ERA04.0)";yes;yes;no;3;3x5;15 May;15 October
380;EFST;BELGIUM;"University of Ghent; Faculty of Economics and Business Administration";B GENT01;studentsin@UGent.be;"0311 Economics; 0410 Business and Administration";yes;yes;no;2;10 (2x5);15 May;15 November
381;EFST;BULGARIA;University of National and World Economy;BG SOFIA 03;erasmus@unwe.bg;"04.0 Business Studies and Management; 14.3 Economics";yes;no;no;2;10 (2x5);30 June;30 November
382;EFST;CZECH REPUBLIC;Czech University of Life Sciences Prague;CZ PRAHA02;"vilimovska@rektorat.czu.cz; huckoj@pef.czu.cz; pospisill@rektorat.czu.cz";"041 Business and Administration; 0311 Economics";yes;yes;yes;5;25;15 June;15 November
383;EFST;ESTONIA;Tallin University of Technology;EE TALLINN 04;kerti.sonmez@ttu.ee;"340 Business Studies; 314 Economics";yes;yes;yes;2;10 (2x5);15 May;15 November
384;EFST;FRANCE;Graduate School and Research of Economics and Management, Universite Cote d'Azur;F NICE01* provisional code F NICE 42;"Carolina Clavijo Perea Carolina; CLAVIJO-PEREA@univ-coteyeszur.fr";"0311 Economics; 041 Business and Administration";yes;yes;no;2;10 (2x5);15 April;30 September
385;EFST;FRANCE;"Universite Catholique de Lille; Faculte de Gestion, Economie & Sciences (FGES)";F LILLE11; clemence.roger@univ-catholille.fr;"410 Business and Administration; 0311 Economics";yes;yes;no;2;10 (2x5);15 May;15 October
386;EFST;FRANCE;Universite Paris-Est Creteil Val-de-Marne , UPEC;F PARIS012;laetitia.rossi@u-pec.fr;041 Business and Administration;yes;yes;no;2;10 (2x5);31 May;15 November
387;EFST;FRANCE;Aix-Marseille Universite, Faculty of Economics & Management;F MARSEIL84;jessica.donati@univ-amu.fr;0311 Economics;yes;yes;yes;2;10;Mid May;Mid October
388;EFST;FRANCE;ESCE International Business School;F PARIS213;jennifer.kraus@esce.fr;041 Business and Administration;yes;yes;no;2;5 or 10 months;1 May;01 November
389;EFST;FRANCE;NEOMA Business School;F REIMS25;mobility@neoma-bs.fr;041 Business and Administration;yes;yes;yes;2 students x 5 months;10;check on the homepage;check on the homepage
390;EFST;FRANCE;EMLV Ecole de Management Leonard De Vinci, Association Leonard De Vinci;F PARIS270;alain.ouvrieu@devinci.fr;041 Business and Administration;yes;yes;yes;2 students x 5 months;10;1 June;01 November
391;EFST;GREECE;Athens University of Economics and Business, Oikonomiko Panepistimio Athinon (OPA);G ATHINE04;erasmusmobility@aueb.gr;"041 Business and Administration; 0311 Economics";yes;yes;no;2;10 (2x5);July;Mid November
392;EFST;ITALY;Universita' Sapienza di Roma, Faculty of Economics;I ROMA01;erasmusincoming@uniroma1.it;"041 Business and Administration; 0311 Economics";yes;yes;yes;3;15;Application Form: after receiving the login code to on-line application form the student has 30 yesys deadline;Application Form: after receiving the login code to on-line application form the student has 30 yesys deadline
393;EFST;ITALY;Universita Politecnica delle Marche_UNIVPM;I ANCONA01;"erasmus.economia@univpm.it; international.mobility@univpm.it ";"314 Economics; 340 Business and Administration";yes;yes;no;4;20;31 May;31 October
394;EFST;ITALY;Universita degli Studi di Firenze;I FIRENZE01;"relint@economia.unifi.it; incoming@economia.unifi.it";"040 Business and administration; 0311 Economics";yes;yes;no;2;12 (2x6);There is no offical deadline;There is no offical deadline
395;EFST;ITALY;University of Padova;I PADOVA01;"international.economia@unipd.it; erasmus@unipd.it";340 Business and administration (broad programmes);yes;yes;yes;4;20 (4x5);15 June;15 November
396;EFST;ITALY;Universita degli Studi di Siena;I SIENA01;erasmus.out@unisi.it;"340 Business and Administration; 340 Business and Administration; 314 Economics";yes;yes;yes;3;15 (3x5);June 30th;November 30th
397;EFST;ITALY;University of Palermo;I PALERMO01;"erasmus.agreement@unipa.it; valeria.sclafani01@unipa.it; ";"041 Business and administration; 1015 Travel, Tourism and Leisure; 0311 Economics";yes;yes;no;6;30 (6x5);June;October
398;EFST;ITALY;University of Udine;I UDINE01;"outgoing.erasmus@uniud.it; Claudia.schileo@uniud.it";340 Business Administration;yes;yes;no;2;10 (2x5);check on the homepage;check on the homepage
399;EFST;ITALY;Universita del Salento;I LECCE01;"kelly.serbeti@unisalento.it; programmi.europei@unisalento.it";041 Business and Administration;yes;yes;no;2;10 (2x5);30 June;31 October 
400;EFST;ITALY;Universita degli Studi Gabriele D'Annunzio di Chieti-Pescara;I CHIETI01;UdA International Agreements agreements@unich.it;041 Business and Administration;yes;yes;no;2;10 (4-5);30 July;30 November
401;EFST;LATVIA;Riga Technical University;LV RIGA02;erasmus@riseba.lv;340 Business and Administration;yes;yes;yes;1;5;1 July;01 November
402;EFST;LATVIA;Riga Technical University;LV RIGA02;erasmus@riseba.lv;"3402 Business Studies with Technology; 314 Economics";yes;yes;yes;1;5;1 July;01 November
403;EFST;LATVIA;RISEBA University of Applied Sciences;LV RIGA29;erasmus@riseba.lv;041 Business and Administration;yes;yes;no;2;10;15 June;15 November
404;EFST;LITHUANIA;Kaunas University of Tecnology;LT KAUNAS02;"erasmus@ktu.lt; ieva.likadzijauske@ktu.lt";"340 Business and Administration; 3402 Business Studies with Technology; 314 Economics";yes;yes;yes;1;5;1 June;01 November
405;EFST;LITHUANIA;Business School at Vilnius University;LT VILNIUS01;"simona.viziniene@cr.vu.lt; trs@cr.vu.lt";041 Business and Administration;yes;no;no;4;20;1 June;15 November
406;EFST;HUNGARY;University of Pecs;HU PECS01;"nemeth.judit@pte.hu; nemeth.judit@pte.hu";"0410 Business and Administration; 0311 Economics";yes;yes;no;2x5 ili 1x10;10;15 May;15 November
407;EFST;MACEDONIA;SS Cyril and Methodius University in Skopje (UKIM);MK SKOPJE01;international@ukim.edu.mk;"041 Business and Administration; 0311 Economics";yes;yes;no;3;15 (3x5);15 May;15 November
408;EFST;MACEDONIA;St Kliment Ohridski;MK BITOLA01;"kaliopa.stilinovic@uklo.edu.mk; nurten.sulejmani@uklo.edu.mk";"041 Business and administration; 0311 Economics; 1015 Travel, tourism and leisure";yes;yes;no;3;15 (3x5);1 June;30 November
409;EFST;GERMANY;Friedrich Alexander Universitat Erlangen-Nurnberg;D ERLANGE01;incoming-students@fau.de;041 Business and Administration;yes;yes;no;1;5;15 May;15 November
410;EFST;GERMANY;Ruhr- Universitat Bochum (RUB), Faculty of Management and Economics;D BOCHUM01;"Jonna.Haensel-Neumann@uv.ruhr-uni-bochum.de; Veronika.Klasik@uv.ruhr-uni-bochum.de";"0410 Business and Administration; 0311 Economics";yes;yes;no;2;2x5 months;15 December;15 January
411;EFST;GERMANY;Julius-Maximilians- Universitat Wurzburg;D WURZBUR01;incoming@wiwi.uni-wuerzburg.de;"0311 Economics; 041 Business Administration";yes;yes;available is only research activity;1x 10 months or 2x5 months;undefined;15 June;15 January
412;EFST;NORWAY;Universitetet i Stavanger;N STAVANG01;eilin.sandsmark@uis.no;041 Business and administration;yes;yes;no;2 students x 5 months;undefined;check on the homepage;check on the homepage
413;EFST;POLAND;Pozna? University of Economics and Business;PL POZNAN03;Katarzyna.Jakubiak@ue.poznan.pl;"041 Business; 0413 Management and Administration";yes;yes;no;5;25 (5x5);15 June;15 November
414;EFST;POLAND;Pozna? University of Economics and Business;PL POZNAN03;Katarzyna.Jakubiak@ue.poznan.pl;"041 Business; 0413 Management and Administration";yes;yes;no;5;25 (5x5);15 June;15 November
415;EFST;POLAND;Wroclaw University of Economics;PL WROCLAW03;Iwona.Przylecka@ue.wroc.pl;0413 Management and Administration;yes;yes;no;2;10;10 July;10 January
